,song_id,name_song,artist_id,name_artist,listOfNames2_artists,listOfNames_songs2,artistnames,trackName,trackID,albumID,artistIDs,explicit,popularity
7184,7184,Do What You Want,3190,2 In A Room,['2 In A Room'],['Do What You Want'],[None],,,,[None],,
6634,6634,Tired Of Getting Pushed Around,2939,2 Men A Drum Machine & A Trumpet,"['2 Men A Drum Machine & A Trumpet', '2 Men A Drum Machine ', ' A Trumpet', '2 M', ' A Drum Machine & A Trumpet']",['Tired Of Getting Pushed Around'],[None],,,,[None],,
7994,7994,Have A Nice Day,3534,2 The Core,['2 The Core'],['Have A Nice Day'],[None],,,,[None],,
1462,1462,Mama Told Me No To Come,749,3 Dog Night,['3 Dog Night'],['Mama Told Me No To Come'],[None],,,,[None],,
9483,9483,Levenslang,4207,4 Fun,['4 Fun'],['Levenslang'],[None],,,,[None],,
9572,9572,Overal,4207,4 Fun,['4 Fun'],['Overal'],[None],,,,[None],,
5925,5925,All Of Me For All Of You,2645,9.9,['9.9'],['All Of Me For All Of You'],[None],,,,[None],,
6155,6155,You've Got Me Keyed Up,2745,A-nita ((Heilker)),"['A-nita ((Heilker))', 'A', 'nita ((Heilker))', 'A-nita ']","[""You've Got Me Keyed Up""]",[None],,,,[None],,
9491,9491,Crazy Little Partygirl,4182,Aaron Carter,['Aaron Carter'],['Crazy Little Partygirl'],[None],,,,[None],,
5104,5104,Giddyap A Gogo,2305,Ad Visser & Daniel Sahuleka,"['Ad Visser & Daniel Sahuleka', 'Ad Visser ', ' Daniel Sahuleka']",['Giddyap A Gogo'],[None],,,,[None],,
76,76,She Was An Angel/ Another Love Affair,3,Adamo,['Adamo'],"['She Was An Angel', ' Another Love Affair']",[None],,,,[None],,
1930,1930,"Wat Heb Je Gedaan, Daan?",980,Adèle Bloemendaal,"['Adèle Bloemendaal', 'Adèle Bloem', 'daal']","['Wat Heb Je Gedaan, Daan?']",[None],,,,[None],,
2205,2205,Hallelujah Kameraden,980,Adèle Bloemendaal,"['Adèle Bloemendaal', 'Adèle Bloem', 'daal']",['Hallelujah Kameraden'],[None],,,,[None],,
2471,2471,Zallemenut Nog 'n Keertje Overdoen,980,Adèle Bloemendaal,"['Adèle Bloemendaal', 'Adèle Bloem', 'daal']","[""Zallemenut Nog 'n Keertje Overdoen""]",[None],,,,[None],,
2747,2747,Een Lijster In De La,980,Adèle Bloemendaal,"['Adèle Bloemendaal', 'Adèle Bloem', 'daal']",['Een Lijster In De La'],[None],,,,[None],,
1220,1220,"We zijn toch op de wereld om mekaar te helpen, niewaar?",615,Adèle Bloemendaal & Leen Jongewaard & Piet Römer,"['Adèle Bloemendaal & Leen Jongewaard & Piet Römer', 'Adèle Bloemendaal ', ' Leen Jongewaard ', 'Adèle Bloem', 'daal & Le']","['We zijn toch op de wereld om mekaar te helpen, niewaar?']",[None],,,,[None],,
1260,1260,Het Zal Je Kind Maar Wezen,637,"Adèle Bloemendaal, Leen Jongewaard, Piet Römer en Koor","['Adèle Bloemendaal, Leen Jongewaard, Piet Römer en Koor', 'Adèle Bloemendaal', ' Leen Jongewaard', 'Adèle Bloem', 'daal, Le']",['Het Zal Je Kind Maar Wezen'],[None],,,,[None],,
1332,1332,As je mekaar niet meer vertrouwen kan...,637,"Adèle Bloemendaal, Leen Jongewaard, Piet Römer en Koor","['Adèle Bloemendaal, Leen Jongewaard, Piet Römer en Koor', 'Adèle Bloemendaal', ' Leen Jongewaard', 'Adèle Bloem', 'daal, Le']",['As je mekaar niet meer vertrouwen kan...'],[None],,,,[None],,
2886,2886,I'll Be Holding On,1348,Al Downing,['Al Downing'],"[""I'll Be Holding On""]",[None],,,,[None],,
5237,5237,Thought I'd Ring You,2361,Alain Delon & Shirley Bassey,"['Alain Delon & Shirley Bassey', 'Alain Delon ', ' Shirley Bassey']","[""Thought I'd Ring You""]",[None],,,,[None],,
471,471,Willow Weep For Me,189,Alan Price Set,['Alan Price Set'],['Willow Weep For Me'],[None],,,,[None],,
704,704,Shame,189,Alan Price Set,['Alan Price Set'],['Shame'],[None],,,,[None],,
496,496,Jelle Zal Wel Zien / Waar We Heen Gaan.... Jelle Zal Wel Zien / Jelle Sal Wel Sien,268,Albert Brosens en De Deurdouwers / Johnny Hoes / Karin Kent,"['Albert Brosens en De Deurdouwers ', ' Johnny Hoes ', ' Karin Kent', 'Albert Bros', 's ']","['Jelle Zal Wel Zien ', ' Waar We Heen Gaan.... Jelle Zal Wel Zien ', ' Jelle Sal Wel Sien']",[None],,,,[None],,
4328,4328,Girls And Cadillacs,1122,Albert West,['Albert West'],['Girls And Cadillacs'],[None],,,,[None],,
5679,5679,Hot Havanna Nights,1122,Albert West,['Albert West'],['Hot Havanna Nights'],[None],,,,[None],,
5919,5919,Munich Night,1122,Albert West,['Albert West'],['Munich Night'],[None],,,,[None],,
8120,8120,Mockin' Bird Hill,1122,Albert West,['Albert West'],"[""Mockin' Bird Hill""]",[None],,,,[None],,
10399,10400,Crying At The Discoteque,4684,Alcazar starring Annikafiore & Andreas Lundstedt & Tess,"['Alcazar starring Annikafiore & Andreas Lundstedt & Tess', 'Alcazar starring Annikafiore ', ' Andreas Lundstedt ']",['Crying At The Discoteque'],[None],,,,[None],,
6590,6590,Stuck On Earth,2920,Alf,['Alf'],['Stuck On Earth'],[None],,,,[None],,
1569,1569,She's Comin' Back,802,Alfie Kahn,['Alfie Kahn'],"[""She's Comin' Back""]",[None],,,,[None],,
4357,4357,Hollywood Seven,2007,Alides Hidding,['Alides Hidding'],['Hollywood Seven'],[None],,,,[None],,
9976,9976,Brand New Start,4459,All Of Us,['All Of Us'],['Brand New Start'],[None],,,,[None],,
3667,3667,Stop Still,1687,Allan Jeffers,['Allan Jeffers'],['Stop Still'],[None],,,,[None],,
2660,2660,Lady Eleanor,1229,American Gypsy,['American Gypsy'],['Lady Eleanor'],[None],,,,[None],,
221,221,Early Bird,138,Andre Brasseur et Son Multisound Organ,['Andre Brasseur et Son Multisound Organ'],['Early Bird'],[None],,,,[None],,
5732,5732,Mijn Opoe Heeft Een Zadel Op D'r Rug,1343,Andre Van Duin,['Andre Van Duin'],"[""Mijn Opoe Heeft Een Zadel Op D'r Rug""]",[None],,,,[None],,
6019,6019,I'm A Lover,2687,Andrea,['Andrea'],"[""I'm A Lover""]",[None],,,,[None],,
2777,2777,Let The Bouzoukis Play,1179,André Moss,['André Moss'],['Let The Bouzoukis Play'],[None],,,,[None],,
2989,2989,My Spanish Rose,1179,André Moss,['André Moss'],['My Spanish Rose'],[None],,,,[None],,
8679,8679,Geen House Maar Strauß,3774,André Rieu,['André Rieu'],['Geen House Maar Strauß'],[None],,,,[None],,
3752,3752,A Woman In Love,989,André Van Duin,['André Van Duin'],['A Woman In Love'],[None],,,,[None],,
8687,8687,Het Naaimachine Lied,989,André Van Duin,['André Van Duin'],['Het Naaimachine Lied'],[None],,,,[None],,
9021,9021,"Jas Aan, Jas Uit",3969,André Van Duin & Klazien Uit Zalk,"['André Van Duin & Klazien Uit Zalk', 'André Van Duin ', ' Klazien Uit Zalk', 'André Van Duin & Klazi', ' Uit Zalk']","['Jas Aan, Jas Uit']",[None],,,,[None],,
3931,3931,'k Heb Hele Grote Bloemkoole,1813,André Van Duin (als Meneer De Bok),"['André Van Duin (als Meneer De Bok)', 'André Van Duin (als M', 'eer De Bok)']","[""'k Heb Hele Grote Bloemkoole""]",[None],,,,[None],,
9496,9496,Ayohee,4214,André Van Duin : Koos Grandioos,"['André Van Duin : Koos Grandioos', 'André Van Duin : Koos Gr', 'ioos']",['Ayohee'],[None],,,,[None],,
6945,6945,Mijn Naam Is Jaap,3091,André Van Duin presenteert: Jaap Aap en De Apen,"['André Van Duin presenteert: Jaap Aap en De Apen', 'André Van Duin pres', 'teert: Jaap Aap ']",['Mijn Naam Is Jaap'],[None],,,,[None],,
3646,3646,Tingelingeling,1678,André Van Duin presenteert: Ome Joop en Het Dik Voormekaar Koor,"['André Van Duin presenteert: Ome Joop en Het Dik Voormekaar Koor', 'André Van Duin pres', 'teert: Ome Joop ']",['Tingelingeling'],[None],,,,[None],,
538,538,Fandango - The Crazy Bull / Fandango (Crazy Bull Fandango),291,Andy Fisher / Alberto ((1967)),"['Andy Fisher ', ' Alberto ((1967))']","['Fandango - The Crazy Bull ', ' Fandango (Crazy Bull Fandango)', 'Fandango ']",[None],,,,[None],,
1217,1217,So Good Together,578,Andy Kim,['Andy Kim'],['So Good Together'],[None],,,,[None],,
2294,2294,Fiesta (Let the Sun Shine in the Water),1128,Andy Star,['Andy Star'],"['Fiesta (Let the Sun Shine in the Water)', 'Fiesta ', 'Let the Sun Shine in the Water', 'Fiesta Let the Sun Shine in the Water']",[None],,,,[None],,
11167,11168,Touch Me,5056,Angel City,['Angel City'],['Touch Me'],[None],,,,[None],,
3455,3455,Miracles,1591,Anita Garbo,['Anita Garbo'],['Miracles'],[None],,,,[None],,
4370,4370,Rock Me Up A Mountain,2016,Anita Meijer,['Anita Meijer'],['Rock Me Up A Mountain'],[None],,,,[None],,
7442,7442,Freedom,1442,Anita Meyer,['Anita Meyer'],['Freedom'],[None],,,,[None],,
1409,1409,Oh Had Ik Het Maar Geweten,518,Anja,['Anja'],['Oh Had Ik Het Maar Geweten'],[None],,,,[None],,
5706,5706,Eeuwige Kerst,2551,Annie Schilder & Koor Kinderen Voor Kinderen & Het Goede Doel,"['Annie Schilder & Koor Kinderen Voor Kinderen & Het Goede Doel', 'Annie Schilder ', ' Koor Kinderen Voor Kinderen ', 'Annie Schilder & Koor Kinder', ' Voor Kinder']",['Eeuwige Kerst'],[None],,,,[None],,
6008,6008,Moscow Nights,2683,Anya,['Anya'],['Moscow Nights'],[None],,,,[None],,
1731,1731,Railroadsong,890,April Shower,['April Shower'],['Railroadsong'],[None],,,,[None],,
2220,2220,Dat Zien We Morgen Dan Wel Weer,1102,Arie Ribbens,"['Arie Ribbens', 'Arie Ribb', 's']",['Dat Zien We Morgen Dan Wel Weer'],[None],,,,[None],,
5113,5113,Polonaise Achteruit,1102,Arie Ribbens,"['Arie Ribbens', 'Arie Ribb', 's']",['Polonaise Achteruit'],[None],,,,[None],,
6627,6627,Vanavond Gaan We Stappen,1102,Arie Ribbens,"['Arie Ribbens', 'Arie Ribb', 's']",['Vanavond Gaan We Stappen'],[None],,,,[None],,
5163,5163,Don't Wanna Live Without You,2332,Aristakes,['Aristakes'],"[""Don't Wanna Live Without You""]",[None],,,,[None],,
3329,3329,Leonie,1534,Arjan Brass,['Arjan Brass'],['Leonie'],[None],,,,[None],,
641,641,"Blommen, Kinders",285,Armand,"['Armand', 'Arm', '']","['Blommen, Kinders']",[None],,,,[None],,
9110,9110,Je Hebt Me Gebruikt,4008,Arnhemsgewijs,['Arnhemsgewijs'],['Je Hebt Me Gebruikt'],[None],,,,[None],,
9333,9333,Ik Mis Jou,4008,Arnhemsgewijs,['Arnhemsgewijs'],['Ik Mis Jou'],[None],,,,[None],,
796,796,Funkystreet,302,Arthur Conley,['Arthur Conley'],['Funkystreet'],[None],,,,[None],,
11249,11250,Als Je Iets Kan Doen,5102,Artiesten Voor Azië,"['Artiesten Voor Azië', 'Artiest', ' Voor Azië']",['Als Je Iets Kan Doen'],[None],,,,[None],,
10434,10435,What's Going On,4703,Artists Against AIDS Worldwide - An All Star Tribute,"['Artists Against AIDS Worldwide - An All Star Tribute', 'Artists Against AIDS Worldwide ', ' An All Star Tribute']","[""What's Going On""]",[None],,,,[None],,
6882,6882,Happy Xmas (War Is Over)/ Gelukkig Kerstfeest,3058,Artists For Ronald McDonald House/ Artiesten Voor Het Ronald McDonald Huis,"['Artists For Ronald McDonald House', ' Artiesten Voor Het Ronald McDonald Huis']","['Happy Xmas (War Is Over)', ' Gelukkig Kerstfeest', 'Happy Xmas ', 'War Is Over', 'Happy Xmas War Is Over']",[None],,,,[None],,
5963,5963,Sun City,2661,Artists United Against Apartheid,['Artists United Against Apartheid'],['Sun City'],[None],,,,[None],,
8688,8688,Slavenkoor Carnavalesque,3820,Assekruus,['Assekruus'],['Slavenkoor Carnavalesque'],[None],,,,[None],,
3141,3141,Alleen Is Maar Alleen,1170,Astrid Nijgh,['Astrid Nijgh'],['Alleen Is Maar Alleen'],[None],,,,[None],,
12126,12127,Waterfall 2009,3715,Atlantic Ocean,['Atlantic Ocean'],['Waterfall 2009'],[None],,,,[None],,
9315,9315,1000 Jaar,4034,B*E*D,['B*E*D'],['1000 Jaar'],[None],,,,[None],,
7588,7588,Baby Come Back,3367,BC & The Basic Boom,"['BC & The Basic Boom', 'BC ', ' The Basic Boom']",['Baby Come Back'],[None],,,,[None],,
9255,9255,Hij Gaat Voor C!,4083,BN'ers Voor BNN,"[""BN'ers Voor BNN""]",['Hij Gaat Voor C!'],[None],,,,[None],,
10946,10947,5 Jaar En Nog Lang Niet Klaar,4958,BNN & Friends,"['BNN & Friends', 'BNN ', ' Friends', 'BNN & Fri', 'ds']",['5 Jaar En Nog Lang Niet Klaar'],[None],,,,[None],,
9701,9701,Voorgoed,4308,BNN & Friends Voor War Child,"['BNN & Friends Voor War Child', 'BNN ', ' Friends Voor War Child', 'BNN & Fri', 'ds Voor War Child']",['Voorgoed'],[None],,,,[None],,
4053,4053,Hacka-Tacka Music,1876,Baba & Roody,"['Baba & Roody', 'Baba ', ' Roody']","['Hacka-Tacka Music', 'Hacka']",[None],,,,[None],,
4471,4471,My Malaysia,1856,Babe,['Babe'],['My Malaysia'],[None],,,,[None],,
4641,4641,Tick-A-Thumps My Heart,1856,Babe,['Babe'],"['Tick-A-Thumps My Heart', 'Tick']",[None],,,,[None],,
4870,4870,Indian Habits (Hooka Heya),1856,Babe,['Babe'],"['Indian Habits (Hooka Heya)', 'Indian Habits ', 'Hooka Heya', 'Indian Habits Hooka Heya']",[None],,,,[None],,
5326,5326,(Don't You Ever) Shop Around,1856,Babe,['Babe'],"[""(Don't You Ever) Shop Around"", ""Don't You Ever"", ""Don't You Ever Shop Around""]",[None],,,,[None],,
4802,4802,My Heart Lies,1996,Barbara Dickson,['Barbara Dickson'],['My Heart Lies'],[None],,,,[None],,
4234,4234,It's All Rite ......,1953,Barbara Markay,['Barbara Markay'],"[""It's All Rite ......""]",[None],,,,[None],,
1307,1307,Live For Tomorrow Harry Jones,663,Barrie Webb - O.P.M.C.,"['Barrie Webb - O.P.M.C.', 'Barrie Webb ', ' O.P.M.C.']",['Live For Tomorrow Harry Jones'],[None],,,,[None],,
1415,1415,I'll Kiss Your Memory,723,Barry Gibb,['Barry Gibb'],"[""I'll Kiss Your Memory""]",[None],,,,[None],,
6618,6618,Dat Had Je Nou Niet Moeten Doen/ Happy With Barry,2932,Barry Hughes,['Barry Hughes'],"['Dat Had Je Nou Niet Moeten Doen', ' Happy With Barry']",[None],,,,[None],,
6909,6909,I'm Into Folk,3073,Bart Peeters & De Radio's,"[""Bart Peeters & De Radio's"", 'Bart Peeters ', "" De Radio's""]","[""I'm Into Folk""]",[None],,,,[None],,
10248,10249,You've Got My Love,4601,Bastian,['Bastian'],"[""You've Got My Love""]",[None],,,,[None],,
11535,11536,Rock With You,5239,Basto!,['Basto!'],['Rock With You'],[None],,,,[None],,
8036,8036,I'll Never Know,3513,Beckie Bell,['Beckie Bell'],"[""I'll Never Know""]",[None],,,,[None],,
10841,10842,Alice (I Want You Just For Me),4903,Beef,['Beef'],"['Alice (I Want You Just For Me)', 'Alice ', 'I Want You Just For Me', 'Alice I Want You Just For Me']",[None],,,,[None],,
4043,4043,Oh Luister Toch,347,Ben Cramer,"['Ben Cramer', 'B', ' Cramer']",['Oh Luister Toch'],[None],,,,[None],,
4343,4343,Alles Is Anders,2003,Ben Cramer m.m.v. Trio Thessaloniki,"['Ben Cramer m.m.v. Trio Thessaloniki', 'B', ' Cramer m.m.v. Trio Thessaloniki']",['Alles Is Anders'],[None],,,,[None],,
7367,7367,Move To The Bigband,3277,Ben Liebrand featuring Tony Scott,"['Ben Liebrand featuring Tony Scott', 'Ben Liebrand ', ' Tony Scott', 'Ben Liebr', ' featuring Tony Scott', 'B', ' Liebrand featuring Tony Scott']",['Move To The Bigband'],[None],,,,[None],,
5112,5112,Put That Pretty Smile Upon Your Face,2253,Bennet & Bee,"['Bennet & Bee', 'Bennet ', ' Bee', 'B', 'net & Bee']",['Put That Pretty Smile Upon Your Face'],[None],,,,[None],,
5169,5169,Sing Me A Song,2336,Bernadette,['Bernadette'],['Sing Me A Song'],[None],,,,[None],,
8222,8222,The Love Of A Woman,3626,Bernie Lyon,['Bernie Lyon'],['The Love Of A Woman'],[None],,,,[None],,
6591,6591,Rits,2921,Bertus Staigerpaip,['Bertus Staigerpaip'],['Rits'],[None],,,,[None],,
7218,7218,Ik Zat Effe Nie Op Te Lette...,2921,Bertus Staigerpaip,['Bertus Staigerpaip'],['Ik Zat Effe Nie Op Te Lette...'],[None],,,,[None],,
7966,7966,Wij Zijn De Jongens Van Den Bouw,2921,Bertus Staigerpaip,['Bertus Staigerpaip'],['Wij Zijn De Jongens Van Den Bouw'],[None],,,,[None],,
8472,8472,Hou Je Kop!,2921,Bertus Staigerpaip,['Bertus Staigerpaip'],['Hou Je Kop!'],[None],,,,[None],,
356,356,Fijn Op Terschelling,203,Betsy & Max Anders,"['Betsy & Max Anders', 'Betsy & Ma', ' Anders', 'Betsy ', ' Max Anders']",['Fijn Op Terschelling'],[None],,,,[None],,
11743,11744,Why Couldn't It Be Christmas Every Day?,5340,Bianca Ryan,['Bianca Ryan'],"[""Why Couldn't It Be Christmas Every Day?""]",[None],,,,[None],,
4532,4532,Hokie Pokie (All Over The World),2080,Big John Russel,['Big John Russel'],"['Hokie Pokie (All Over The World)', 'Hokie Pokie ', 'All Over The World', 'Hokie Pokie All Over The World']",[None],,,,[None],,
1622,1622,Hold On To What You've Got,834,Bill & Buster,"['Bill & Buster', 'Bill ', ' Buster']","[""Hold On To What You've Got""]",[None],,,,[None],,
2814,2814,Virginia (Touch Me Like You Do),1314,Bill Amesbury,['Bill Amesbury'],"['Virginia (Touch Me Like You Do)', 'Virginia ', 'Touch Me Like You Do', 'Virginia Touch Me Like You Do']",[None],,,,[None],,
10599,10600,When You Think About Me,4749,Billy Crawford,['Billy Crawford'],['When You Think About Me'],[None],,,,[None],,
10678,10679,You Didn't Expect That,4749,Billy Crawford,['Billy Crawford'],"[""You Didn't Expect That""]",[None],,,,[None],,
1285,1285,All My Brothers Are Clean,651,Billy Jones & The Stars,"['Billy Jones & The Stars', 'Billy Jones ', ' The Stars']",['All My Brothers Are Clean'],[None],,,,[None],,
1373,1373,"Funky, Monkey Monkey",696,Billy Jones and The Stars,"['Billy Jones and The Stars', 'Billy Jones ', ' The Stars']","['Funky, Monkey Monkey']",[None],,,,[None],,
8151,8151,Took My Love,3555,Bizarre Inc featuring Angie Brown,"['Bizarre Inc featuring Angie Brown', 'Bizarre Inc ', ' Angie Brown']",['Took My Love'],[None],,,,[None],,
7265,7265,Jump On The Floor,3227,Black Kiss featuring Cherita,"['Black Kiss featuring Cherita', 'Black Kiss ', ' Cherita']",['Jump On The Floor'],[None],,,,[None],,
7876,7876,Ben D'r Helemaal Klaar Voor!,3486,Blunt Axe,"['Blunt Axe', 'Blunt A', 'e']","[""Ben D'r Helemaal Klaar Voor!""]",[None],,,,[None],,
11578,11579,Gonna Be A Star,5258,Bo & Monica,"['Bo & Monica', 'Bo ', ' Monica']",['Gonna Be A Star'],[None],,,,[None],,
3192,3192,Voor Niets,1480,Bob Bouber,['Bob Bouber'],['Voor Niets'],[None],,,,[None],,
11898,11899,What I Want,5416,Bob Sinclar presents Fireball,"['Bob Sinclar presents Fireball', 'Bob Sinclar pres', 'ts Fireball']",['What I Want'],[None],,,,[None],,
448,448,Ik Ben Je Kwijt,251,Bob Smit en Het Duke City Sextet,"['Bob Smit en Het Duke City Sextet', 'Bob Smit en Het Duke City Se', 'tet', 'Bob Smit ', ' Het Duke City Sextet']",['Ik Ben Je Kwijt'],[None],,,,[None],,
300,300,Te Laat,176,Bob Smit en Het Duke City Sextet o.l.v. Jan Bijlaart,"['Bob Smit en Het Duke City Sextet o.l.v. Jan Bijlaart', 'Bob Smit en Het Duke City Se', 'tet o.l.v. Jan Bijlaart', 'Bob Smit ', ' Het Duke City Sextet o.l.v. Jan Bijlaart']",['Te Laat'],[None],,,,[None],,
1319,1319,Prikkebeen,668,Bob Vrieling,['Bob Vrieling'],['Prikkebeen'],[None],,,,[None],,
2937,2937,Disco Stomp,1378,Bohannon,['Bohannon'],['Disco Stomp'],[None],,,,[None],,
3012,3012,Foot Stompin' Music,1378,Bohannon,['Bohannon'],"[""Foot Stompin' Music""]",[None],,,,[None],,
2489,2489,The Letter,309,Bojoura,['Bojoura'],['The Letter'],[None],,,,[None],,
7179,7179,The Wall Came Tumbling Down,1006,Bolland & Bolland,"['Bolland & Bolland', 'Bolland ', ' Bolland', 'Boll', ' & Boll']",['The Wall Came Tumbling Down'],[None],,,,[None],,
5879,5879,Zoals Vrienden Doen,2502,Bonnie & José,"['Bonnie & José', 'Bonnie ', ' José']",['Zoals Vrienden Doen'],[None],,,,[None],,
3215,3215,Dokter Bernhard,751,Bonnie St. Claire,['Bonnie St. Claire'],['Dokter Bernhard'],[None],,,,[None],,
3344,3344,Ik Ben Gelukkig Zonder Jou,751,Bonnie St. Claire,['Bonnie St. Claire'],['Ik Ben Gelukkig Zonder Jou'],[None],,,,[None],,
4322,4322,Pierrot,751,Bonnie St. Claire,['Bonnie St. Claire'],['Pierrot'],[None],,,,[None],,
4490,4490,De Roos,751,Bonnie St. Claire,['Bonnie St. Claire'],['De Roos'],[None],,,,[None],,
4607,4607,Merlijn,751,Bonnie St. Claire,['Bonnie St. Claire'],['Merlijn'],[None],,,,[None],,
4711,4711,Vlieg Nooit Te Hoog,751,Bonnie St. Claire,['Bonnie St. Claire'],['Vlieg Nooit Te Hoog'],[None],,,,[None],,
1083,1083,"Let Me Come Back Home, Mama/ Marley Purt Drive",538,Bonnie St. Claire,['Bonnie St. Claire'],"['Let Me Come Back Home, Mama', ' Marley Purt Drive']",[None],,,,[None],,
5931,5931,Red Skies,2648,Boom Boom Mancini,['Boom Boom Mancini'],['Red Skies'],[None],,,,[None],,
3404,3404,Dance To The Music,1572,Boozy,['Boozy'],['Dance To The Music'],[None],,,,[None],,
3472,3472,Angela,1572,Boozy,['Boozy'],['Angela'],[None],,,,[None],,
9642,9642,Let The Music Heal Your Soul,4281,Bravo All Stars,['Bravo All Stars'],['Let The Music Heal Your Soul'],[None],,,,[None],,
3683,3683,It's Only A Matter Of Time,1588,Breeze,['Breeze'],"[""It's Only A Matter Of Time""]",[None],,,,[None],,
47,47,Ich Will Immer Auf Dich Warten,38,Brenda Lee,"['Brenda Lee', 'Br', 'da Lee']",['Ich Will Immer Auf Dich Warten'],[None],,,,[None],,
8071,8071,Back To The Light,3457,Brian May,['Brian May'],['Back To The Light'],[None],,,,[None],,
7933,7933,Forbidden Love,3506,Bronx Style Bob,"['Bronx Style Bob', 'Bron', ' Style Bob']",['Forbidden Love'],[None],,,,[None],,
3587,3587,Highwayman,1253,Brotherhood Of Man,['Brotherhood Of Man'],['Highwayman'],[None],,,,[None],,
1481,1481,Amsterdam,760,Buck Owens & His Buckaroos,"['Buck Owens & His Buckaroos', 'Buck Owens ', ' His Buckaroos', 'Buck Ow', 's & His Buckaroos']",['Amsterdam'],[None],,,,[None],,
7332,7332,Sympathy For The Devil,3262,Buffalo Bob and The Rinkelstars,"['Buffalo Bob and The Rinkelstars', 'Buffalo Bob ', ' The Rinkelstars']",['Sympathy For The Devil'],[None],,,,[None],,
7514,7514,Een Beetje Misselijk,3340,Buster Fonteijn,['Buster Fonteijn'],['Een Beetje Misselijk'],[None],,,,[None],,
9779,9779,You Don't Stop!,4354,Buzzy Bus,['Buzzy Bus'],"[""You Don't Stop!""]",[None],,,,[None],,
1141,1141,Every Day Will Be Like A Holiday,565,Byron Lee and The Dragonaires,"['Byron Lee and The Dragonaires', 'Byron Lee ', ' The Dragonaires']",['Every Day Will Be Like A Holiday'],[None],,,,[None],,
7545,7545,Here We Go,3352,C + C Music Factory presents Freedom Williams and Zelma Davis,"['C + C Music Factory presents Freedom Williams and Zelma Davis', 'C + C Music Factory presents Freedom Williams ', ' Zelma Davis', 'C + C Music Factory pres', 'ts Freedom Williams and Zelma Davis']",['Here We Go'],[None],,,,[None],,
8390,8390,Tutti Di No No,3693,C'est Tout,"[""C'est Tout""]",['Tutti Di No No'],[None],,,,[None],,
8492,8492,Olé In The USA,3693,C'est Tout,"[""C'est Tout""]",['Olé In The USA'],[None],,,,[None],,
8109,8109,Het Grote Puntje Puntje Lied,3572,C'est Tout en De Kroeg,"[""C'est Tout en De Kroeg"", ""C'est Tout "", ' De Kroeg']",['Het Grote Puntje Puntje Lied'],[None],,,,[None],,
8869,8869,De Tandenborstel-Jive,3906,C'est Tout m.m.v. Anthonius Hapt,"[""C'est Tout m.m.v. Anthonius Hapt""]","['De Tandenborstel-Jive', 'De Tandenborstel']",[None],,,,[None],,
2657,2657,C'est Moi,1260,C.Jerome,['C.Jerome'],"[""C'est Moi""]",[None],,,,[None],,
3574,3574,Unlimited Citations - Non-Stop Beatles Disco,1649,Café Crème,['Café Crème'],"['Unlimited Citations - Non-Stop Beatles Disco', 'Unlimited Citations ']",[None],,,,[None],,
12086,12087,Trippin on you,5514,Cahill ft. Nikki Belle,"['Cahill ft. Nikki Belle', 'Cahill ', ' Nikki Belle']",['Trippin on you'],[None],,,,[None],,
208,208,Don't Let The Stars Get In Your Eyes,130,Canadian Sweethearts: Lucille Starr en Bob Regan,"['Canadian Sweethearts: Lucille Starr en Bob Regan', 'Canadian Sweethearts: Lucille Starr ', ' Bob Regan']","[""Don't Let The Stars Get In Your Eyes""]",[None],,,,[None],,
1978,1978,"Mama, Papa",998,Cardinal Point,['Cardinal Point'],"['Mama, Papa']",[None],,,,[None],,
2803,2803,Arrivederci Goodbye,998,Cardinal Point,['Cardinal Point'],['Arrivederci Goodbye'],[None],,,,[None],,
2890,2890,Way Back In The Fifties,1349,Carl Wayne,['Carl Wayne'],['Way Back In The Fifties'],[None],,,,[None],,
4078,4078,All The President's Men,1887,Carlsberg,['Carlsberg'],"[""All The President's Men""]",[None],,,,[None],,
7105,7105,It's Hard To Be Tender,1088,Carly Simon,['Carly Simon'],"[""It's Hard To Be Tender""]",[None],,,,[None],,
2885,2885,Number One (In My Heart),1347,Carol Grimes,['Carol Grimes'],"['Number One (In My Heart)', 'Number One ', 'In My Heart', 'Number One In My Heart']",[None],,,,[None],,
1322,1322,Soultango,669,Casey and The Pressure Group,"['Casey and The Pressure Group', 'Casey ', ' The Pressure Group']",['Soultango'],[None],,,,[None],,
7778,7778,Everybody Move,3379,Cathy Dennis,"['Cathy Dennis', 'Cathy D', 'nis']",['Everybody Move'],[None],,,,[None],,
3177,3177,Hoe Lang Zou 't Duren,1471,Cees & Marjan,"['Cees & Marjan', 'Cees ', ' Marjan']","[""Hoe Lang Zou 't Duren""]",[None],,,,[None],,
7164,7164,Eleni,3184,Cees Tol & Thomas Tol,"['Cees Tol & Thomas Tol', 'Cees Tol ', ' Thomas Tol']",['Eleni'],[None],,,,[None],,
7611,7611,Sedalia,3184,Cees Tol & Thomas Tol,"['Cees Tol & Thomas Tol', 'Cees Tol ', ' Thomas Tol']",['Sedalia'],[None],,,,[None],,
11589,11590,Gangstertown,4919,Ch!pz,['Ch!pz'],['Gangstertown'],[None],,,,[None],,
11684,11685,One Day When I Grow Up,4919,Ch!pz,['Ch!pz'],['One Day When I Grow Up'],[None],,,,[None],,
11737,11738,Christmas Time Is Here,4919,Ch!pz,['Ch!pz'],['Christmas Time Is Here'],[None],,,,[None],,
