artistnames,trackName,trackID,albumID,artistIDs,firstNotation,lastNotation,amountOfNotations
['phil collins'],Two Hearts - 2016 Remastered,0vDSWxRlWN0LWsSQdGIPuE,7yZHLfxqiGPbSQLrVJljah,['4lxfqrEsLX6N1N4OCSkILp'],1988,1988,10
['nits'],The Dream - Live,7gYcBbOGyoljvbnCiNJDxN,6788gpjJOOwR9gJV4v2uTb,['0UNaofxGb2voAeeZrU38SW'],1988,1988,5
"['al green', 'annie lennox']",Put A Little Love In Your Heart,3qkiG7zziOi89bxsihFjG4,3bHLPFxLMogupf3PnxjsY2,"['3dkbV4qihUeMsqN4vBGg93', '5MspMQqdVbdwP6ax3GXqum']",1988,1988,8
['kraze'],The Party - Jamie Lewis Radio Version,0fK0VyUyn3B916NwOBIMxe,7hfrDXWSXiGGlEnLX9G9Mz,['1Y0BrXCb3502c8M3PJ5CFg'],1988,1988,4
['soulsister'],The Way To Your Heart,0DUtmZD5TK6JwChuMql5ac,1chn17MZkrLmxv1vvkW7AN,['051LEaPnq5bbqCtEEowPgZ'],1988,1988,11
['robin beck'],First Time,1hC742BlJVdDwl31JUGAqW,0QBNxOIQHwu66oobvV5uGZ,['0tUERnHmr1tKp2pSwPLN8b'],1988,1988,11
"['gloria estefan', 'miami sound machine']",Can't Stay Away from You,5GWNZJzAbZaYyagdkhhM3E,3iFJF65Vc8nhkASihDVOrn,"['5IFCkqu9J6xdWeYMk5I889', '18xgcedCGxFbqLbIQn5R8F']",1988,1988,14
['the real roxanne'],Respect,0LLxSx72774Uc4mnAocMOj,1GaU037lWFDr9qu19zDuIk,['0tWFCFuGxmuWwPL8PUHCU5'],1988,1988,6
['pet shop boys'],Left To My Own Devices - 2001 Remastered Version,6LyUx9Er3DBp0kXy7qQIMs,2BxmvMMZ7gqhyzy25ch3f3,['2ycnb8Er79LoH2AsR5ldjh'],1988,1988,6
['rick astley'],Take Me to Your Heart,3zCmQOtonCdoQnmEhdtGpO,6g6MQ90r65VqHZlLnmumEE,['0gxyHStUsqpMadRV0Di1Qt'],1988,1988,7
['jim capaldi'],Something So Strong,1gON9ZHUQ04I2DocYlgM4F,3nNcMTp9SQ0FjA13Vm0NXr,['1XIbUq7y7kiMUhmp5dywGx'],1988,1988,4
['u2'],Angel Of Harlem,0d4IA7JzKTJmE0fW2pHMWn,5DV76VYtjhsEh0v6KwgvY7,['51Blml2LZPmy7TTiAg47vQ'],1988,1988,7
['the pasadenas'],Enchanted Lady,6e0Tmrq3X0TAczrkv9bOfG,3hWRYZLaQzs8Xu73uAmV99,['6lr9AruL30Dwl82fDODq9u'],1988,1988,4
['ub40'],Come Out To Play,6b1P1lQy2Y5VqYJK7JvtOy,6T31ynBNvwXQ5q6JrMQg2r,['69MEO1AADKg1IZrq2XLzo5'],1988,1988,6
"[""confetti's""]",The Sound Of C - Original 88 Version,5ZSy8ZyhOauGevGv5EnoZS,40cB2aAM3ChEs0cnmksnzZ,['0QqL7lw3m7HXa7OMyyCxil'],1988,1988,5
['londonbeat'],9 AM (The Comfort Zone),4WeAtEhuDK8LdNforwIjHJ,3zsZeS3xAnlvA25CKM8rKs,['0gcMPgunYh4rX1UOdvZKBn'],1988,1988,3
['tatjana'],Awaka Boy,68WtJQUZ2dL9Op4ozPtDIv,0rk7Gx7tF1VHEkXAaIHW8C,['5D255jcLLHC2qvwjLmIUsL'],1988,1988,3
['tina turner'],Tonight (With David Bowie) - Live,1RKreBdhKUXDXTZWY9Mu7v,7r4hZSPSAhV6Btrc3M5RDQ,['1zuJe6b1roixEKMOtyrEak'],1988,1988,13
['inner city'],Good Life - Edit,5sJiLlgQKBL81QCTOkoLB5,2CwxbRPETEraKmAKDNrEcs,['0vUJ3QLN3MlRfjOc2LjGWp'],1988,1988,9
['henk wijngaard'],'N Sneeuwwitte Bruidsjurk,3h0VP0YQq73pcZSu8NgEjL,4oaQMnqw89unxMh8hL2DDq,['0EyzZUO2ycn0hLjKDFT7Hb'],1988,1988,10
['rory block'],Lovin' Whiskey - Live,5537Y4aYjibeVdTSX3w7y2,5Ddl3TDgLugEaW0mWZJGwF,['6hkNj3GAqFbkEUCs3R1dY3'],1988,1988,7
['edelweiss'],Bring Me Edelweiss,1UJXIy75TXsWlhRkzsC9Yk,1EcwgWWlBJfZF4UIqYnxLl,['0ENIMUvgMyBoKcnoZ2K1Df'],1989,1989,11
"['bomb the bass', 'maureen']",Say A Little Prayer,1quneaDXwcNXostqraSxOj,6T5Qpiq4xzeWldSKuVZrHS,"['1G3Eh23f2hwhEnAMw7HsZ6', '7wwXA9KhwowtjMA6vUwIY1']",1989,1989,8
['neneh cherry'],Buffalo Stance - 12'' Version,3XWgwgbWDI56mf1Wl3cLzb,2AyJzvREOnlnYhaBzF1Kxp,['3JxCEqL9zjKnDJgUhRuRJD'],1989,1989,13
"['eros ramazzotti', 'andrea bocelli', 'luca bignardi']",Musica √®,4Wcz5INYXkE1ohT8yttaGm,6vCxp7Tyue7CRCd0FOaCrz,"['61J0BktHv7PuP3tjTPYXSX', '3EA9hVIzKfFiQI0Kikz2wo', '19YAQxr2xw4CZ6TlRwsY1C']",1989,1989,8
['aerosmith'],Rag Doll,4ZzJh7enW6rsjlJi6bBZ3i,3mb4bSC1wKWTtQBfiMkyma,['7Ey4PD4MYsKc5I2dolUwbH'],1989,1989,6
['def leppard'],Love Bites,11R0Wyq7eaxXsWbxfO4Ge7,0IXPDVnECWSt6NFLDlgpoC,['6H1RjVyNruCmrBEWRbD0VZ'],1989,1989,5
['breathe'],How Can I Fall?,62oGUBJQGPa3emMGMejBhm,2t2kQu1Zd9vZRb71Vx1ASf,['1MNeXu0284O7mQWgF1YRc0'],1989,1989,5
"['mc miker g', 'dj sven']",Nights Over New York - Radio Edit,5Yq5GSLnsrsetEFJRGmuh4,2XSmQVcmWtluzuE2qrodIN,"['6q8oe9BP3H1XlKg8SpEHEx', '62fJ1SDQeJGIXvJSNaXvxn']",1989,1989,6
['milli vanilli'],Baby Don't Forget My Number,3ccqdzeTv7lCTtnJy78nIN,3sOy91gU770rkA494FbWWV,['3vRclCt9VnNhYIxFMQCxuM'],1989,1989,10
['roy orbison'],You Got It,6r20M5DWYdIoCDmDViBxuz,1UPcuqLY9PC99fQAqWgrSU,['0JDkhL4rjiPNEp92jAgJnS'],1989,1989,11
['harry belafonte'],Skin To Skin,0rXrWanGm9AaXVMrG3A35S,2nxrEVCAKb1ETvlHsvczC0,['6Tw1ktF4xMmzaLLbe98I2z'],1989,1989,6
['m„ºnchener freiheit'],Keeping The Dream Alive - English,43yyLjfK1t3F6i5TOnc4Va,687EAV2rfZ8iVTJFNfD2Zy,['353KPo8gVAfcZfwF7BPZDy'],1989,1989,4
['de deurzakkers'],Doe Ze Thuis De Hartelijke Groeten,7BzLhSAlE1dCDmf1HfrSv6,24tpkZU5E8vM1LlBd4xnu3,['3M5iN0BKY3bPXEvfjm7UgC'],1989,1989,5
['humanoid'],"Stakker Humanoid - 12"" Original",5Oe5EZOuQvbxT05KQzb3RS,0kdd4Tj2EI5HCAJu6x43HZ,['4wC3UWodo9z17rNtV1Lka1'],1989,1989,7
['lois lane'],My Best Friend,00UVqr1HutEvCPaFDALdEl,3E1cWRofwyQ2VndOBBfof4,['6XtqgoAYl2mXQhn9ZmDEdt'],1989,1989,5
['fine young cannibals'],She Drives Me Crazy,0Zt9fqRK58Y0onY1VwaKp7,5XMbe4Ie2mlpsKsrIx1x5r,['20p5D2KrE8CGuOjHtxsyTp'],1989,1989,10
['holly johnson'],Love Train,1NUDglpwwjYElxi6siVRka,2r9fw0nRxU66dI5B95GPNs,['6IDifUtaIPK4yuAiq5W2iG'],1989,1989,6
['barbarella'],We Cheer You Up,1d7BXndNnxj4nzoo9AQPvj,6ebJKcm5fR3a67ju3eaa2h,['6GepgDVQdRC0s1bl7WulcE'],1989,1989,11
['kim wilde'],Four Letter Word,6KvaoqprRrzDNXvJWEBeKZ,4fgP7Dm7cXELg3lcRBVmvh,['73a6pNH4YtLNgDbPQwXveo'],1989,1989,7
['sheena easton'],The Lover In Me - Remix-Radio Edit AKA Greg Ski Edit,16axt8sSozXBqkcbxVGGmo,6UiU0fghMcE10eGw9uXuRy,['5dcOK4stT4JDkP6Dqhbz5s'],1989,1989,7
['franky boy'],Wat Ruist Er Door Het Struikgewas,3zyFKn34qxJQdgTk7UqFLd,4CPgxwX6ISp0WigpwIX2z0,['3y1uW168h36cFYXKmqD8s3'],1989,1989,3
['simply red'],It's Only Love - 2008 Remastered Version,6i1uWZYWabNHq2wQnoca58,0R8Pl54TXSwXWtAEVaP7ew,['1fa0cOhromAZdq2xRA4vv8'],1989,1989,7
['level 42'],Tracie,6ANCf7yk8isM8h1AXaAE61,24S7ZubxlsWpDawLbRKoN3,['0L9xkvBPcEp1nrhDrodxc5'],1989,1989,6
['will to power'],"Baby, I Love Your Way / Freebird",1crvhgvBnJ2JNTO50Zy1HM,0pvhletDH7CphbKErUtPCF,['63I04Kj1gXC1LLSVcrOzLN'],1989,1989,6
['samantha fox'],I Only Wanna Be With You,7d6gTSWc9PYrY5bct0QKkT,0ULg91Rf3twUQOlCc6ElY6,['0ym94xKp2PIOJtTZKpxbAa'],1989,1989,8
['simple minds'],Belfast Child - 2002 Digital Remaster,3fKDSSIgOngs8YYzFJO6eD,17U68dqp73T4E3Kte15ben,['6hN9F0iuULZYWXppob22Aj'],1989,1989,11
"['glenn medeiros', 'elsa']",Love Always Finds a Reason,6fTPw2Wy3rFT0zMU5ggOOW,6KJsqxQY4XB2Bc246FWqOy,"['0bByarMN8ryEFQsRo6iCUN', '4JsqnEAyQMCBeXlgtTBf9f']",1989,1989,6
['rick astley'],Hold Me In Your Arms,3WIWloYCsGOTjsJDrlMwUa,6g6MQ90r65VqHZlLnmumEE,['0gxyHStUsqpMadRV0Di1Qt'],1989,1989,4
['tone-loc'],Wild Thing,1V0gwyK3CFf16wdLapjR1r,7LS6KZqicIiCbXFVSglJZd,['5Y8EphH8Vdqu5SLj6K5vjj'],1989,1989,9
['bobby brown'],My Prerogative,0FjMLXne5a6RXzlZyl6ftr,4JYhOe7TlnOQkwWNAcCfPt,['62sPt3fswraiEPnKQpAbdE'],1989,1989,9
['poison'],Every Rose Has Its Thorn - 2003 - Remaster,43GS3mtezoIFiuIZCLLiDY,2AMWVB3FWknjcMeb6hMZnd,['1fBCIkoPOPCDLUxGuWNvyo'],1989,1989,6
['adeva'],Respect,4jvblfyS65FjeSWaD5uUhb,1wDqtffpyz1jfkXmN306PH,['3zSxZFUKZEYmEpHkwZKXzQ'],1989,1989,5
['all that music all star band'],Funky Disco Countdown,1io8Oio7XdS5uOPoEUzbTb,5JMiu3j9lEAVr9r3bmShWw,['0nsWQ32mhPummouRUfS3ZA'],1989,1989,8
['michael jackson'],Leave Me Alone - 2012 Remaster,7zILPDxYcUt7AFslua0mc5,2X8UOIkZQdcz2Hi5Ynt2uk,['3fMbdgg4jU18AjLCKBhRSm'],1989,1989,7
['the judds'],Why Not Me,4Yz9BTYLKNe6B0LzB0PisT,3bKF0hgQ4aETX7Bb0bFQeM,['7MSTO40bsb3DOJQT6xLsIc'],1989,1989,9
['roachford'],Cuddly Toy,7D88UPDgOxn32w8gqBcCWv,4F4HvNHWNjpSteHiAtI1Ps,['5S3EbUETKlfsBRUiBKnqer'],1989,1989,6
['the blues brothers'],Everybody Needs Somebody To Love,1CtKHwDqsH3ctcCCI18N0g,4cO51KBYsdsbmSZleoNEGH,['1cHFz6lrt7KAsBV8j2Ny1g'],1989,1989,10
['living in a box'],Blow the House Down,3sGH6lAB0tecK3TX2lXBJF,3Ewybtusu0uM2UV9Cp0MBw,['4W2dcPOyD7eSfJCPHCfwoA'],1989,1989,7
"['het goede doel', 'rene froger']",Een Eigen Huis (Alles Kan Een Mens Gelukkig maken),0nayjV7O5JtsHkwyWxm8Nf,4Z1oxzW8z9h2PcIZI0dMq2,"['73G7RMWMbWUGc8tkXeQoJQ', '5MvyMusqNikgVgkKHLc3pb']",1989,1989,12
['paula abdul'],Straight Up,5xl5582IihbEZAnfj0xyso,7zduRJgS6v79QmNUhKGozu,['4PpmBoqphQusNFsxuVKb6j'],1989,1989,12
['rob base & dj ez rock'],Get on the Dance Floor,7JrsFX1TKGFsocBlWlxX6s,5tocCryeqWvFXn65seo0p6,['6vwFR7NilfrQ4AX0d41fWu'],1989,1989,6
"['the blow monkeys', 'kym mazelle']",Wait,5VgqhKPm0qE8DuywUoTjzT,3dx2i0MUCiPhXs5r6T5j8r,"['06tPmk0aHzCFK0T96YzXnN', '7CgweQAq49HmeMQaxzyuXC']",1989,1989,3
['rebirth brass band'],Take It To The Street,6ADJG2eR1aCSMxBa1KFnrF,4Z66tpPbmaLehfZS0v1N5e,['6p9Qy71KocWwjmpUcHUTda'],1989,1989,4
['womack & womack'],Celebrate The World - Radio Version,1jIOOCFrEOeJxxeMx0Diwo,1MEa8G0PhyDJrwRrcJ5WQo,['7qShKycqNUP0GLEiTENDVZ'],1989,1989,5
['madonna'],Like A Prayer,1z3ugFmUKoCzGsI6jdY4Ci,43lok9zd7BW5CoYkXZs7S0,['6tbjWDEIzxoDsBA1FuhfPW'],1989,1989,11
['donna summer'],This Time I Know It's for Real,6ez4yXpLini3DSbaLR10qZ,01wjr9UN1VCEUUXF3gZOaE,['2eogQKWWoohI3BSnoG7E2U'],1989,1989,11
['the bangles'],Eternal Flame,5MoDQWMDMaAGDEiWsJfeCi,4yaX6Gmlvo42PnGgBdhzGf,['51l0uqRxGaczYr4271pVIC'],1989,1989,16
['wendy & lisa'],Are You My Baby,29qgBVaOp0nlef1BtgG4ge,6wr7CVzGShxLNrdmxFKIAG,['5Fe7lgCHgCB8oZhG3KoTZz'],1989,1989,8
['tina turner live with robert cray'],634-5789 - Live,3Q1SqBblEJGwJGTeFzzcMt,7r4hZSPSAhV6Btrc3M5RDQ,['2lDloXhYg7Bfs0rILxLrx8'],1989,1989,6
['joe jackson'],(He's A) Shape In A Drape - Tucker/Soundtrack Version,41VTQzmylYVW5MglXOH9XA,6ylCOSvH9JfYXi0dVOVw9S,['6KOqPxwfNAmZPkiCnDE9yT'],1989,1989,3
['normaal'],Ik Vuul Mien Zo Zo - Live 1989,2N7BpCpc2CCPKfP02bi44d,6R2b7EYUXjrGjN42CJr9Ad,['2QU0ew2k2IZJifa8VWevSv'],1989,1989,4
['dusty springfield'],Nothing Has Been Proved,6KPyeOZWPwQKEgQcUHm1g0,3FUL7hI1fTm5LXwBpV4T81,['5zaXYwewAXedKNCff45U5l'],1989,1989,6
"['dynamic rockers', 'john spencer']",The Shape I'm In,2U2bVO0hC9YxbvWXGwmfuz,3AFapSCWduRL1X4yJjZrC2,"['3xqFIyVrF6fClcEABhNTmY', '59DTuMGsxnvkyq8Ulz8cvm']",1989,1989,3
['the reynolds girls'],I'd Rather Jack,4LuzO1Ke19TWD3rYfJSxPD,5xhhfFCyS6aoYdg28FpslZ,['3wbquugWv3Jdy3tgRWkMdJ'],1989,1989,7
"['bananarama', 'lananeeneenoonoo']",Help! (feat. Lananeeneenoonoo),4BObdAPWSToprGkQrz2tfo,4ReOLSXieE8x3sbNM9kHj7,"['3sc7iUG1Wwpwx7bHeZolgx', '7cK5Ownjlhmcbi7b2PFS7C']",1989,1989,5
['john hiatt'],Have A Little Faith In Me,1QQUZeG6qa90sPHIAuHbgj,6lDz7nj2wH0vLKpbSi4ZYp,['4Sld5LOPbAm1QSq9U32fFV'],1989,1989,7
['jan ten hoopen'],Je bent alles,6zYVrhulkVowaRqthlY24P,14WvDzfITA37bk9geBw5yK,['3m9ijMUkwKmGYJmdRyGmXt'],1989,1989,7
['roxette'],The Look,0ZfM5XfJTtFPhOxAERRnNY,1iI5YZkqNUV7VmrEi4uOP9,['2SHhfs4BiDxGQ3oxqf0UHY'],1989,1989,12
['monie love'],I Can Do This - Uptown Mix,5XcgARGrvqcdOt1HUdSreb,3qVeBPVeDw1ACfV0xK2cLP,['7dupCiguCFkYZRisA3foPu'],1989,1989,6
['ten city'],That's The Way Love Is - Underground Mix; Edit,5eFCFpmDbqGqpdOVE9CXCh,3ogZnk3kh6WOdJi8v1W0fH,['3DIaOWIVFxJdTYyEb9mXzi'],1989,1989,5
['el debarge'],Real Love,3kAHqZH3gVzmbL3dpeXxNu,5aJTHmpoJeuUJoNLEqXUQy,['5xO4f5QyPMYnCPRyRveBSD'],1989,1989,5
['jason donovan'],Too Many Broken Hearts,2AeelxeYAriGv9fHq1Fjsg,0a5ZyaMEIpuGcMJM3Qz89p,['5bnNgwp3nooah9yHAHsnR4'],1989,1989,11
['roy orbison'],She's a Mystery to Me,7FMXSSzIRW8aJwUPfzXsa2,1UPcuqLY9PC99fQAqWgrSU,['0JDkhL4rjiPNEp92jAgJnS'],1989,1989,5
['the beach boys'],Kokomo,0NqQmmLEN9rlnkh2JW0UIs,4nZ5wPL5XxSY2OuDgbnYdc,['3oDbviiivRWhXwIE8hxkVV'],1989,1989,10
['debbie d'],Hit The Rap Jack,4ESOAd5gbT5JQimi5PUGdA,5faOc3o6oewzVrAxOJNB1H,['0px40bZIUSIHng0y08x9sY'],1989,1989,4
"['u2', 'b.b. king']",When Love Comes To Town,0rkcFGA6XEVd2XV2JI6msk,5DV76VYtjhsEh0v6KwgvY7,"['51Blml2LZPmy7TTiAg47vQ', '5xLSa7l4IV1gsQfhAMvl0U']",1989,1989,8
"[""guns n' roses""]",Paradise City,3YBZIN3rekqsKxbJc9FZko,3I9Z1nDCL4E0cP62flcbI5,['3qm84nBOXUEQ2vnTfUTTFC'],1989,1989,11
"['jody watley', 'louil silas jr.']",Real Love,4OGXIaFJhxPigfbnSMKpAT,79gjkxNq2VgcuXsgwdGqmw,"['71aKjsWKYqASAffyIQaocZ', '4aknOZmKFnayYvd03Avoz6']",1989,1989,6
['de dijk'],Ik Kan Het Niet Alleen,6ZdbwRhaM8H1PfyoyxVMNy,4gmTornHQCspqj9RKqKgBL,['4jFkB3Lzjku9SFKUTP33WV'],1989,1989,7
['alyson williams'],Sleep Talk - Extended Version,22bUu2a9EuG9EVhN4dczzT,4RlSyK8olIZ2ioZaSvUL9x,['1IBDfeAuKWGg435csFT4rY'],1989,1989,5
"['sandi patty', 'larnelle harris']",More Than Wonderful,7xQbgnFg2plj5UceYPxNwS,5o5kGd6hZ7Fs4rqq2n327P,"['6RJYPm4gcrIuOjQiqu9VXu', '71Hbg7TBSSZv12f7EWZp3b']",1989,1989,10
['simple minds'],This Is Your Land - 2002 Digital Remaster,2Y3DUESfUwyxTLtBWkK0fY,17U68dqp73T4E3Kte15ben,['6hN9F0iuULZYWXppob22Aj'],1989,1989,8
['golden earring'],"Turn The World Around - Live At The Panama, Amsterdam",12EpOxWqWwdLBZXrKz6ljW,7CEJl8SGlOCxMm22fNu7lb,['1iTlOqIrZy8DlvCPJY2sjS'],1989,1989,8
['hithouse'],Move Your Feet To The Rhythm Of The Beat,6MMPi40jcGAPRedkTwTsVb,59NujO1WEDnbgwwR169iPD,['0Cgm3m8kDUeNJXAAcruwGp'],1989,1989,4
['kon kan'],"I Beg Your Pardon (I Never Promised You A Rose Garden) - 12"" Remix",0QBI6UIpWb6zWI7Um8HhFE,2nNlh8YALH5jfecAnkyLvh,['1c4WjNh9IM9AlX5FO9dIUc'],1989,1989,9
"['soul ii soul', 'caron wheeler']",Keep On Movin' - feat. Caron Wheeler,4NMtuxWfOPR6yNjAX0AWrR,5VxTLm2IZsDQn3r9eX1qfa,"['2sIx6SmAMw9IBySG3Uj0jf', '2RhMHmV21ZDcSGZ872U4ZY']",1989,1989,8
['crowded house'],Into Temptation,6q0uGSsUWMeJYyJE0A9JjI,3XLP6DCTfz8eQkORPdfvvy,['7ohlPA8dRBtCf92zaZCaaB'],1989,1989,8
['simply red'],If You Don't Know Me By Now - 2008 Remastered Version,7DFawVSjI88xR9mjnWwURg,0R8Pl54TXSwXWtAEVaP7ew,['1fa0cOhromAZdq2xRA4vv8'],1989,1989,12
['de la soul'],"Me, Myself & I",3SdOP61TT2l8YQpSaUtsWR,4lOTwpdctMu37l0c3HxRCf,['1Z8ODXyhEBi3WynYw0Rya6'],1989,1989,10
['tone-loc'],Funky Cold Medina,2VWPTcpDIdObAvk4UtcJz9,7oHrBuKyui2FuahpEovPBN,['5Y8EphH8Vdqu5SLj6K5vjj'],1989,1989,6
['the cure'],Lullaby,09OpntwPHuNICsyEt1ETpE,093amtf9s8VkIdUtvd2Tap,['7bu3H8JO7d0UbMoVzbo70s'],1989,1989,8
['the jacksons'],Nothin (That Compares 2 U),2IcllwRrwLyVukmQXpRaLy,6qZW5Wm8k45fyhA1GFKh5y,['2yrbLiuBmc9j81lTX3XUuI'],1989,1989,7
['rob de nijs'],Duet (Ik Hou Alleen Van Jou) Met Martine,0FKCziPkiab0NbXZfaGaw6,1w4PTzrAN3e21dMMY8h8he,['3u84EkSPrJYO4n5cipED9K'],1989,1989,5
['wendy & lisa'],Lolly Lolly,5c6ESTDIl46ArLDiOHwBhJ,6wr7CVzGShxLNrdmxFKIAG,['5Fe7lgCHgCB8oZhG3KoTZz'],1989,1989,8
['bon jovi'],I'll Be There For You,0wqxdcJoEYmDzQEykl7mU1,4SIeviZcnTJ86k3LUAj2yu,['58lV9VcRSjABbAbfWS6skp'],1989,1989,5
['holly johnson'],Americanos,0WFyFJBpLuarpIQTMQ5Lr3,2r9fw0nRxU66dI5B95GPNs,['6IDifUtaIPK4yuAiq5W2iG'],1989,1989,10
['fine young cannibals'],Good Thing,76ZnyGfjQZSM8GPfR7OqiJ,59R6wpHlRk6Ui19e7qAgo1,['20p5D2KrE8CGuOjHtxsyTp'],1989,1989,5
['deon estus'],Heaven Help Me,4ihqSCopukVi1gqDseWiLb,6lqXkjPqBgpsByhRn050if,['7lF7ijiwzLAl63VslViL1u'],1989,1989,5
['bzn'],El Cordobes,2JBGNwysgS57TCcI1brqcq,27uVF6Rr8I655Vn6VQf2h3,['1tF9HtIFX8fJfBo64FIJ8S'],1989,1989,6
['queen'],I Want It All - Remastered 2011,59CsbfwLNCAUGbBQV3Tki4,3enuKERSauyNFVTa2n0t7S,['1dfeR4HaWDbWqFHLkxsg1d'],1989,1989,10
['paula abdul'],Forever Your Girl,0lmS0Wofcv7B7uFYssSKta,7zduRJgS6v79QmNUhKGozu,['4PpmBoqphQusNFsxuVKb6j'],1989,1989,7
['stevie wonder'],Free,0yeSJJDdoKqNaDN7549ELm,54vpVgdihAoRU6pmuoHaxf,['7guDJrEfX3qb6FEbdPA5qi'],1989,1989,5
['justine pemelay'],Blijf Zoals Je Bent,7bQJR2cktdaRCSokUxC3W9,5nKXZgJN5a8GpGqQQ6smU9,['1cihuFg39vUggQjQr25Bpw'],1989,1989,3
"['chaka khan', 'lew hahn']",I'm Every Woman - Remix,10fe3bgaIeRwXnuTljAfbY,696qPuTacarWTyvMwofbXp,"['6mQfAAqZGBzIfrmlZCeaYT', '3Rcc1RUbd3iOAmcQ9ZpFpr']",1989,1989,7
['paul mccartney'],My Brave Face - Remastered 2017,26zWA8YdYZUbFBqltv2BZ7,3hcF7hl2DUgmnpwcGl6OAF,['4STHEaNw4mPZ2tzheohgXB'],1989,1989,6
['lois lane'],It's The First Time,6BX7SFkTv8b3DdvStVeIUI,3E1cWRofwyQ2VndOBBfof4,['6XtqgoAYl2mXQhn9ZmDEdt'],1989,1989,13
['neneh cherry'],Manchild,5tmkX2fJ7KUAnMz3W1ibEr,2AyJzvREOnlnYhaBzF1Kxp,['3JxCEqL9zjKnDJgUhRuRJD'],1989,1989,11
['gerard joling'],No More Bolero‚Äôs,622tANmxtBjmlP8BRwXpYS,4fPXes8rTkMt77gjuPe6PM,['5V2zReaoPvB7EsZ4160uLG'],1989,1989,13
['madonna'],Express Yourself,6ioBgySxoeQKALvAeLEmId,43lok9zd7BW5CoYkXZs7S0,['6tbjWDEIzxoDsBA1FuhfPW'],1989,1989,9
['stevie nicks'],Rooms On Fire,0QVlQTzp10Tj4Xql9ZRJzo,520iW3fXcWW5mbQToP0hs0,['7crPfGd2k81ekOoSqQKWWz'],1989,1989,6
['swing out sister'],You On My Mind,6nR1leRUnQevkviSVJjG7G,06nL3WL102ufZU3CJe7fA6,['4phr5rAgWhcZtWJu8w8lKv'],1989,1989,5
['joe jackson'],Nineteen Forever,1T7AjEuVKRcpVD44uKQ6Li,11pv69lINz12jkjx53O2Ur,['6KOqPxwfNAmZPkiCnDE9yT'],1989,1989,3
['rocco granata'],Marina,3pFT1UfjSdKwjIS0tWg7ka,1uI6WVN1SGvDR29AIijC8m,['2VhQDTCxA5WBYclo7t7UcI'],1989,1989,12
"['lisa lisa & cult jam', 'cult jam']",Little Jackie Wants To Be A Star,01XhYI6Jdq3NOmgGrivwVE,3kDq0nsk9B7EJ9MhaPXuqj,"['1vgjN6nIPNKiiQGE9PtzTT', '17Oqlg7yDwpGE3MHLopGKo']",1989,1989,9
['kylie minogue'],Hand On Your Heart,3AT2gH4qI0zz54Y1wKt650,6hkyHkAO27W5dDX9HZ0qJD,['4RVnAU35WRWra6OZ3CbbMA'],1989,1989,5
['david hasselhoff'],Looking for Freedom,30q3GOjZmuddROTHda0aEd,4uRUxfriXu3f8wb5i3kZSE,['0cfSfyq03Uj5lVX9jcJw1m'],1989,1989,6
['koos alberts'],Jij Blijft Bij Mij,75GI81h5DlJUhjSvMxRHwz,1ia0hACzZyGqzYEuIX9uLP,['2x8IIf3l8n2kJgLOxcYP29'],1989,1989,7
['paco'],Amor de Mis Amores - La Foule - Original Version 1988,6xkaVtvegRyMcxsW0gcWQW,3KZY34EOxODNNdvy9Cmh7W,['5vromKYteqfDrK0KQmx0TF'],1989,1989,10
['peter koelewijn'],Kom Van Dat Dak Af,1dsDOgqP3dVzxCxBsae00n,5wJr8xACqUiUhBQafHkGB2,['3oavnC2N25caTse16Gj8HR'],1989,1989,6
['donna summer'],I Don't Wanna Get Hurt,0UnPK0m3aK5rCbaprv2cqV,01wjr9UN1VCEUUXF3gZOaE,['2eogQKWWoohI3BSnoG7E2U'],1989,1989,4
['gladys knight'],Licence To Kill (Main Title),7LvbZu0U4NphNrDkm9vCAp,6eQ7vSfXNxJWeLUFeqKt4A,['2aXiJJHJei5BmCykxI37y0'],1989,1989,12
['bobby brown'],Every Little Step,3PAYDLeC1RxDIbzi9hZYne,4JYhOe7TlnOQkwWNAcCfPt,['62sPt3fswraiEPnKQpAbdE'],1989,1989,4
['prince'],Batdance,4DbUk1qwcz9KKcUY4t8f8u,2FwzHgJ4XaPhC19Y0uL6SK,['5a2EaR3hamoenG9rDuVn8j'],1989,1989,9
['jason donovan'],Sealed With A Kiss,5gcK9hZocmLBcgrKXEf9PW,1rKkV14UzcD8Hgb8GwItwa,['5bnNgwp3nooah9yHAHsnR4'],1989,1989,7
['u2'],All I Want Is You,2F5tgXiDQ5TiwygBfVDg8O,5DV76VYtjhsEh0v6KwgvY7,['51Blml2LZPmy7TTiAg47vQ'],1989,1989,7
['kadanz'],Dagen Dat Ik Je Vergeet,1Hp8EU9rrVmPqdJSzNn2gT,7LaSZNlzrLxHs5mp4skmu9,['0lLdgPTqtnrceMYQKlHmK0'],1989,1989,7
['joyce irby'],Mr. D.J.,34qBnx4LQiVuyqVL0ccfid,7g0tLYTlGKoN9z7XQfab9k,['6EKHIeW7Q6rFM1jcLkHz33'],1989,1989,3
"[""guns n' roses""]",Patience,7D5n2kpYH2WSqIyEO9MeXf,1RCAG3LrDwYsNU5ZiUJlWi,['3qm84nBOXUEQ2vnTfUTTFC'],1989,1989,12
['don johnson'],Tell It Like It Is,3rIaOUzUL8u9oKQWzH327X,3ugyPjTyWpPkiIOzCGNj9B,['29gt8yNK2jFp21ZWXISskB'],1989,1989,10
